,Words,Frequency
5081,दशकदेखि,7
5082,मुख,7
5083,जसबाट,7
5084,हराएको,7
5085,ठीक,7
5086,चितवनको,7
5087,गरेकोे,7
5088,ललितपुरको,7
5089,सकिएला,7
5090,सोसाइटी,7
5091,ट्विटर,7
5092,गुमाएर,7
5093,नपुग्ने,7
5094,पहाडमा,7
5095,ऐनको,7
5096,डिग्री,7
5097,बोर्डको,7
5098,पानीका,7
5099,सुशील,7
5100,थापालाई,7
5101,महासचिवमा,7
5102,फर्किसकेका,7
5103,युुद्धको,7
5104,व्याख्या,7
5105,परिक्षण,7
5106,शास्त्रीय,7
5107,संसारको,7
5108,कानुनको,7
5109,प्रकृतिका,7
5110,गर,7
5111,एजेन्डा,7
5112,सुनसरीको,7
5113,युक्रेनको,7
5114,फर,7
5115,बन्दी,7
5116,निस्कोट,7
5117,प्रचलनमा,7
5118,दिगोपना,7
5119,निजामती,7
5120,नगरपालिका–,7
5121,राखिने,7
5122,एम्बुलेन्समा,7
5123,वसन्त,7
5124,उभिएको,7
5125,तथापि,7
5126,सक्यो,7
5127,जिल्लालाई,7
5128,सहरमा,7
5129,सुरुङ,7
5130,बुढाथोकीले,7
5131,शान्तिको,7
5132,राम्ररी,7
5133,लाज,7
5134,राजमार्गमा,7
5135,रोयल,7
5136,ठान्छन्,7
5137,बर्सेनि,7
5138,तोकेर,7
5139,सुब्बा,7
5140,भावनालाई,7
5141,बोकेका,7
5142,बीबीसीले,7
5143,पोषक,7
5144,हेक्का,7
5145,बिपी,7
5146,आइपुग्ने,7
5147,ढंगबाट,7
5148,किमी,7
5149,युुद्ध,7
5150,गुरुङको,7
5151,आएमा,7
5152,चाँडो,7
5153,थपेर,7
5154,दफाबार,7
5155,त्रिलोचन,7
5156,पुरुषतर्फ,7
5157,सबैजसो,7
5158,अलिकति,7
5159,सम्झना,7
5160,समेटिएका,7
5161,उनै,7
5162,परीक्षामा,7
5163,दलबहादुर,7
5164,मन्त्रीहरूले,7
5165,सङ्क्रमणबाट,7
5166,जोहो,7
5167,तपाइँ,7
5168,निरौला,7
5169,सङ्क्रामक,7
5170,भएकै,7
5171,गरिएकोमा,7
5172,ब्रिफिङमा,7
5173,क्यान्सर,7
5174,लाग्दैन,7
5175,ठेकेदार,7
5176,जीवनको,7
5177,सडकलाई,7
5178,निर्भर,7
5179, ।,7
5180,हावी,7
5181,कार्ड,7
5182,मुश्किल,7
5183,नम्बरमा,7
5184,गरौं,7
5185,बानेश्वरमा,7
5186,प्रतिरक्षा,7
5187,बा,7
5188,स्रोतबाट,7
5189,बुद्धले,7
5190,काँग्रेसका,7
5191,देउवासँग,7
5192,भर,7
5193,निकायसँग,7
5194,विश्वविद्यालयको,7
5195,खटिएका,7
5196,थाल्ने,7
5197,सम्बन्धका,7
5198,गाली,7
5199,उदयपुरका,7
5200,गर्नुपरेको,7
5201,अनिश्चित,7
5202,साउनदेखि,7
5203,शिक्षाको,7
5204,महिनादेखि,7
5205,रू,7
5206,दमन,7
5207,सप्तरीका,7
5208,छ”,7
5209,अरिङ्गालको,7
5210,नियन्त्रित,7
5211,रिता,7
5212,असंगठित,7
5213,मैनहिया,7
5214,घट्न,7
5215,समयपछि,7
5216,स्वामी,7
5217,मनाउँदै,7
5218,सिन्धुपाल्चोकको,7
5219,गभर्नरलाई,7
5220,सबस्टेसनबाट,7
5221,इरान,7
5222,रिजालको,7
5223,भाइरसबाट,7
5224,जागिर,7
5225,परिषद्ले,7
5226,विक्रमासिंघे,7
5227,‘गठबन्धन’,7
5228,बढ्नेछ,7
5229,नियुक्तिको,7
5230,सप्तरीको,7
5231,हदसम्म,7
5232,दुःखद्,7
5233,इटालियन,7
5234,नीतिमा,7
5235,ढुंगानाले,7
5236,सरल,7
5237,सुपरिवेक्षण,7
5238,कटानबाट,7
5239,२०१२,7
5240,स्थिर,7
5241,दिनलाई,7
5242,भीड,7
5243,विस्तारका,7
5244,छाक,7
5245,राजभण्डारी,7
5246,व्यक्तिहरू,7
5247,ढिलासुस्ती,7
5248,चलचित्रहरु,7
5249,२००६,7
5250,गहिल,7
5251,उर्वर,7
5252,महाधिवेशनबाट,7
5253,लालबाबु,7
5254,संख्याको,7
5255,उत्कर्षमा,7
5256,रिपोर्टिङ,7
5257,जुम्लामा,7
5258,चाहन्छन्,7
5259,प्रभावका,7
5260,बजेटमाथि,7
5261,सक्नुपर्छ,7
5262,टोकाइबाट,7
5263,चीनलाई,7
5264,फसेको,7
5265,प्रवर्द्धन,7
5266,बताउन,7
5267,२०६७,7
5268,छँदै,7
5269,सांसदहरुलाई,7
5270,जोनसनको,7
5271,जहाज,7
5272,किसानहरूले,7
5273,महानगरका,7
5274,व्यक्तिहरूले,7
5275,सरकारबीच,7
5276,चाहे,7
5277,टुर,7
5278,तरुण,7
5279,अन्तर्गतको,7
5280,उपहार,7
5281,कन्स्ट्रक्सन,7
5282,नीतिले,7
5283,७००,7
5284,फ्रान्सको,7
5285,तिमल्सिना,7
5286,मल्लको,7
5287,बेलायतको,7
5288,नत्र,7
5289,नारामा,7
5290,छोड्न,7
5291,शीर्षकको,7
5292,जुम्ला,7
5293,वैधानिक,7
5294,मकवानपुर,7
5295,प्रकरणले,7
5296,फेर्न,7
5297,गर्छु,7
5298,कार्ययोजना,7
5299,अवस्थाले,7
5300,खाएर,7
5301,प्रतिदिन,7
5302,४३०,7
5303,दिलाउने,7
5304,अध्ययनले,7
5305,उपमहानगरपालिकाका,7
5306,आँखाको,7
5307,आक्रोश,7
5308,क्षमताका,7
5309,धर्मको,7
5310,नजाने,7
5311,बाबुरामले,7
5312,देखाइएको,7
5313,वार्डमा,7
5314,अन्यथा,7
5315,महासङ्घका,7
5316,उल्टै,7
5317,सिन्धुली,7
5318,व्यक्तिहरूको,7
5319,सर्किट,7
5320,गर्दछौं,7
5321,रविन्द्र,7
5322,ढुक्क,7
5323,जलाधार,7
5324,वनमा,7
5325,सलमान,7
5326,कृषकलाई,7
5327,लक्ष्यका,7
5328,खोजीमा,7
5329,टोखा,7
5330,भाइरल,7
5331,दास,7
5332,इन्साइट,7
5333,सेनालाई,7
5334,गीतले,7
5335,शैली,7
5336,विश्वस्त,7
5337,लागु,7
5338,घटनाबारे,7
5339,प्रतिनिधिले,7
5340,फ्रिज,7
5341,पुरस्कारबाट,7
5342,संस्थापन,7
5343,घरको,7
5344,च्यालेन्ज,7
5345,दिनभित्र,7
5346,टेबुल,7
5347,आकार,7
5348,पुरातात्विक,7
5349,वस्तुमा,7
5350,लुम्बिनीका,7
5351,सुदूरपश्चिमले,7
5352,उड्डयन,7
5353,दर्जनभन्दा,7
5354,गएकाले,7
5355,कर्णालीलाई,7
5356,प्रक्रियाको,7
5357,स्वर्गीय,7
5358,मस्क,7
5359,ढुङ्गाले,7
5360,राउत,7
5361,पाण्डेको,7
5362,पहलमा,7
5363,लिम्बू,7
5364,२०७९८०,7
5365,२०६८,7
5366,गौरव,7
5367,संगठनका,7
5368,कात्तिक,7
5369,पक्कै,7
5370,पाठकले,7
5371,पठाइएका,7
5372,बनेकी,7
5373,माल्यार्पण,7
5374,कृत्रिम,7
5375,भानुभक्तले,7
5376,कोरियन,7
5377,कुराहरु,7
5378,बिक्रीका,7
5379,नामबाट,7
5380,किसिमले,7
5381,भूराजनीतिक,7
5382,बागलुङले,7
5383,रंगशालामा,7
5384,लहर,7
5385,पूर्वाधारको,7
5386,सिजनका,7
5387,सुवालले,7
5388,बाहिरको,7
5389,पचास,7
5390,एथलेटिक्समा,7
5391,भएकामा,7
5392,पुरातत्व,7
5393,उपसचिव,7
5394,सुरक्षासम्बन्धी,7
5395,प्रतिनिधिसभाबाट,7
5396,बजेतिर,7
5397,लिउको,7
5398,२०१०,7
5399,व्रत,7
5400,जानकी,7
5401,कागज,7
5402,विना,7
5403,त्यसभन्दा,7
5404,ग्रान्डस्लाम,7
5405,महासंघको,7
5406,जोड्नुभयो,7
5407,स्थानीयलाई,7
5408,अर्कातिर,7
5409,बनाइने,7
5410,आभार,7
5411,आर्ट,7
5412,व्यवसायको,7
5413,पत्रकारको,7
5414,केहि,7
5415,शाक्यले,7
5416,महासङ्घले,7
5417,हराउँदै,7
5418,भनिएका,7
5419,हो’,7
5420,दिल्लीमा,7
5421,महेश्वरजंग,7
5422,भक्तपुरको,7
5423,दोष,7
5424,सिल,7
5425,प्रस्तावमा,7
5426,उब्जिएको,7
5427,दुव्र्यवहार,7
5428,सुलभ,7
5429,तिहाई,7
5430,पम्फा,7
5431,फ्रेन्च,7
5432,कोभिड–१९,7
5433,जफत,7
5434,भर्खरै,7
5435,अर्काे,7
5436,सर्तकता,7
5437,गर्नेको,7
5438,अन्सारी,7
5439,सकेर,7
5440,वाइडबडी,7
5441,रंगशालाको,7
5442,खेल्नुपर्ने,7
5443,डी,7
5444,करको,7
5445,गोरखा,7
5446,पुर्याइएको,7
5447,आउनुपर्ने,7
5448,पेटको,7
5449,कक्ष,7
5450,परिक्रमा,7
5451,नुवाकोट,7
5452,टेनिस,7
5453,वर्षमान,7
5454,तीनवटा,7
5455,किसानका,7
5456,टुबोर्ग,7
5457,परिरहेका,7
5458,पौडी,7
5459,ज्ञवाली,7
5460,नामिबियासँग,7
5461,कानुनमा,7
5462,सोचमा,7
5463,केन्द्रबाट,7
5464,पर्यो,7
5465,खानेकुरा,7
5466,मोटरसाइकलको,7
5467,अद्यावधिक,7
5468,जातको,7
5469,आफै,7
5470,आफनो,7
5471,चित्रण,7
5472,बनाइएका,7
5473,ट्रेडिङ,7
5474,आफूहरुले,7
5475,क्रिस,7
5476,निगमका,7
5477,सुविधाको,7
5478,गरिसक्नुपर्ने,7
5479,कार्यपालिकाको,7
5480,बेलुकी,7
5481,स्रोतका,7
5482,जनकपुरधाममा,7
5483,लोप,7
5484,रातोपाटीलाई,7
5485,शो,7
5486,दियो,7
5487,निर्विरोध,7
5488,स्कुटर,7
5489,प्रतिकित्ता,7
5490,पेट,7
5491,गठित,7
5492,ट्रान्समिसन,7
5493,जनक,7
